2.6391,1.5353,-0.31612,-8.0328,-8.158,-3.0354,-0.71825,-3.8955,-12.746,0.61904,-6.1785,-0.47378,-4.484,-0.74791,-5.2856,1.1479,0.31514,-2.8566,1.8068
0,0,0.2968,0,-1.88,0,0,0,0.096714,0,0,0,0,0,0,0,0,-0.11195,0
0,0,0,0.23354,2.7939,0,0,0.016775,0,0,0,0,0,0,0,0,-0.099736,0.1205,0
0,0,0,0.65688,-0.63644,0,0,0,0.85296,0,0,0,0,0,0,0,0.40519,1.8828,0
0,0,0.85393,0.32223,0.04449,0,0,0,0,0,0,0,0.28647,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.9391,0,0,0,0,0,-0.26848,0,0,0,0,0,0,0,0
0,0,0,-0.14934,1.6464,0,0,0,0,0,0,0,0,0,0,0,0,0.017457,0
0,0,0,0,0,0,0,0,0.66866,0,0,0,0,0.20031,0.075378,0,0,0,0
0,0,-0.11846,-0.40409,0,0,0,0,0,0,0,0,0,0,0,0,0.2045,0.65881,0
0,0,1.2661,0,-2.2619,0,0,0,-0.905,0,0,0,0,0,0,0,-0.65061,0,0
0,0,0.37676,0,5.4599,0.40138,0,0,-0.48419,0,0,0,0,0,0,0,0,-2.0431,0
0,0,0,-0.0987,1.7062,0,0,-0.22729,0.57919,0,0.39116,0,0.29503,0,0,0,0,0.33269,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-0.020914,0,0,0,-0.047652,0,0.13435,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.3144,0,0,0,-0.16307,0,0,0,0,0,0.2396,0,0,0.069872,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.20847,-0.46041,0,0,0,0,0,0,0,0,0,-1.7207,0,0,0,0
0,0,0.56309,0,-3.1805,0,0,0,0,0,0,0,0,0,-0.87725,0,-0.72124,-1.0819,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.75762,0,0,0,-0.77914,0,0,0,0,0,0,0,0,0,0
0,0,0.35154,0,0,0,0,0,-1.0012,0,0,0,0,0,0,0,0,-0.76861,0
0,0,0,-0.024576,-0.86538,0,0,0,-1.1395,0,0,0,-0.32358,0,0,0,0,-1.5071,0
0,0,0.98951,0,0.34061,0,0,0,1.6367,0,0,0,0.53137,0,0,-0.0056795,-0.33771,0.88061,0
0,0,0,0,-0.54944,0,0,0.54907,0.6372,0,0,0,0,0,0,0,0,0,0
0,0,0,0.51145,1.8802,0,0,0,-0.35981,0,0,0,0.17596,-0.20686,-1.8669,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.2056,-0.30578,0,0,-0.17254,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.1646,0,0,0,-1.8992,0,0,0,-0.55648,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-0.11366,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.55554,0,0,0,0,-0.34163,0,0,0,0,-0.38585,0,-0.28542,0,0,0
0,0,0,0,-0.74702,0,0,0,-1.6682,0,0,0,0,0,0,0,0.083122,-1.0817,0
0,0,-0.54311,0,-0.85015,0,0,0,0.84818,0,0.52205,0,-0.20045,0,0,0,0,0,0
0,0,0,0,-0.84663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.93189,0,0,0,0.16754,0,0.6617,0,0,-0.49512,0
0,0,0,0.028792,0.18172,0,0,0,0,0,0,0,0,0.57867,0,0,0,0.72322,0
0,0,0,0,-1.6465,0,0,0,0,0,0,0,-0.96036,0,0,-0.7467,0,0,0
0,0,-0.68045,-1.9954,-0.61778,0,0,0,1.5032,0,0,0,0,0,0,-1.5467,0,-1.0089,0
0,0,0,2.0162,2.0183,0.85209,0,0.79216,3.1458,0,1.3989,0,1.1452,0,1.5367,0,0.066892,0.12557,0
