0	1	1	0.56248	8.4508e-11	0.3671	1	0	0	0	0	0.39231	1	1	1.4314e-10	1	3.8749e-10	0.11092	1
1	0	0	0.58359	4.7674e-11	0.33793	0.33898	0.049235	0	1	0.35577	0	1	1	1.7186e-10	0	0.5924	0.42546	0.55813
1	0.58067	0	0.21318	0.19792	9.907e-11	0.44618	0.20072	0	0.64791	6.371e-12	0.15581	0.43565	0.36666	0.53649	1.9652e-11	0.017366	0.046034	1
1	5.6239e-10	0.40733	0	0.44404	0.17639	0.034425	0.4202	0	1	1.2204e-11	0.20978	0.44944	1.5987e-11	0.48414	0.44919	1.5496e-10	0.19647	1
0.48148	0.65211	0	0.03505	0	0.1101	3.0093e-11	0.38237	0	0.67812	0	0.2397	5.1161e-11	0	0.22109	0.39136	0.056412	0.20671	0.60378
1	5.6325e-11	0	0	0.46301	0	1	0	0	1	0	0	4.953e-11	1	1	0	0.16428	4.6184e-11	0
1.6236e-12	1	0	0.28592	0.31347	0.15025	0	2.4462e-12	1	0.27035	0.45573	0.18731	0.20847	1	1	0.060096	2.465e-11	0.22756	1
1	5.7296e-11	0.31785	0.66288	0.65211	0.64055	0.5068	0	1	1.2863e-11	0	0	0.28757	0.042138	1	5.6082e-11	8.2093e-11	0.44972	1
1	1	0.31677	0.14519	0.39284	0.21259	0.47952	0.16677	0	0.33935	0.42669	0.23959	0.73212	0.028705	1	1.1381e-11	0.60632	0.49455	1
1	0	6.7784e-11	0	0	5.4872e-11	0.20131	0.5112	0.092094	0	0.11451	0.062477	0.082819	0.084185	0.64487	0.0037342	1.671e-08	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0.18247	0.34882	0	1	0	0
1	0.50893	0	0.38268	0	0	0.56943	0	0	0.48835	0.19929	0	1	1	1	0.42678	0.40783	0.24411	0.30718
1	0.24854	2.3586e-11	0.31377	0.65239	0.2649	0.63026	2.0652e-10	0	1	0.4509	0.30205	0	1.2892e-11	2.8741e-11	0.39244	5.5127e-11	0.52195	3.2008e-11
1	0.3775	0.7889	0.42999	1	0.71653	8.733e-12	0	0	1	0	0.095476	0.10158	0	0	4.1072e-11	1.5239e-10	0.1732	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.019466	0.75033	0.12844	0.15565	0.4091	8.2235e-12	0.12702	0	0	3.2626e-12	2.8164e-12	6.132e-12	0.030124	2.6448e-11	0	1.1541e-10	0.37475	1
1.6236e-12	1	1	0.27581	0.60678	0.30652	0.38111	0.22118	0	1	0.0053061	0.24753	0.15899	0	0.26163	2.8595e-11	0	0.021961	1
1	1	1	0.16139	1	0.077709	0	0	0.092094	0	0	0.2342	1	1	0.25425	1	4.8167e-10	0	1
0.48327	0.2163	0.12889	5.8029e-11	1	1	0.26626	0	0	0.27089	1.2297e-11	0.51801	0.35886	0	1	0.23214	1	0.54027	0
