1,1,0.95556
0.98361,0.77778,0.81013
0.8,0.27174,0.76733
0.28723,0.041958,0.69198
0.91447,0.19608,0.87008
0.44444,0.175,0.65734
0.20635,0.008547,0.71667
0.19737,0.036458,0.74627
0.8069,0.128,0.83704
0.90789,0.38636,0.8
0.02439,0,0.64912
0,0,0.62791
0.79167,0.22222,0.78409
0.65,0.22549,0.71978
0.96491,0.093023,0.94
1,0.90909,0.73913
1,1,0.64591
0.62745,0.19697,0.7265
1,1,0.80519
