0	1	1	0.37288	1.5725e-09	0.59357	1	0	0	0	0	0.32268	1	1	6.7651e-10	1	0.34773	5.5724e-11	0
1	0	0	6.7972e-11	0	8.3403e-10	0.059828	0.034321	0	1	0.33726	0	0	1	1.8499e-09	0	0.2821	0.39083	1
1	2.5305e-11	0	0.26399	0.25253	5.4157e-10	0.28911	0.36631	0	6.0464e-10	3.0682e-10	6.6896e-12	0.1066	0.40126	0.41057	5.0572e-11	5.1104e-11	0.16737	1
1	2.2238e-11	1.2044e-09	0	0.58756	0.003461	0.31877	0.28065	0	1	2.3045e-09	1.6323e-11	0.40768	9.402e-11	2.9269e-10	0.10805	1.1885e-10	0.033963	1
4.9676e-06	1	0	2.9119e-11	0	4.1152e-10	8.755e-11	0.0058383	0	1.2093e-09	0	0.09048	1.3051e-10	0	0.5939	1.1845e-10	0.02898	0.088401	7.5166e-11
1	5.2418e-11	0	0	3.5343e-10	0	1	0	0	0	0	0	0	1	1	0	1	9.7016e-12	0
2.142e-11	1	0	1.5167e-09	0.10538	4.1436e-10	0	1.5498e-10	1	1	0.048331	0.042574	3.6048e-10	4.8816e-10	1	2.6046e-10	3.5076e-11	0.084294	1
1	1.5953e-11	0.013602	0.42576	7.3774e-10	0.62474	0.14486	0	1	0	1	1.5394e-11	0.37309	3.004e-10	2.8661e-10	0.056327	6.1939e-11	0.18871	1
1	1	0.31667	4.5982e-10	9.768e-11	4.7103e-10	0.45465	0.16641	0	1.1409e-10	3.9595e-10	0.14462	0.53213	8.6014e-11	0.4332	6.3692e-11	0.35092	0.51368	0.29998
1	4.5866e-11	0.08889	0	0	1.2711e-10	0	0.5369	1.14e-09	0	0.60211	1.4268e-11	4.9396e-10	0.10714	0.64364	5.2216e-11	0.15967	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0.40476	0.54601	0	1	0	0
1	6.6713e-11	0	7.79e-11	0	1	0.3956	0	0	1	2.9313e-10	0	0.1144	0.10714	1	1.0745e-09	2.0308e-09	0.074536	1
1	7.3384e-11	1.7487e-10	0.098273	0.67686	1.0168e-10	1	2.5994e-10	0	1.2093e-09	0.33174	0.33672	0	8.4073e-11	2.1091e-10	2.3393e-10	3.5662e-11	0.75827	5.5237e-11
1	2.5305e-11	0.77153	5.1305e-11	0.4394	0.44527	0.097314	3.8992e-10	0	1	0	2.2516e-11	1.4921e-10	0	0	1.1804e-10	7.9837e-11	2.0998e-11	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6.6713e-11	0.61934	9.8692e-12	1.7369e-09	2.3746e-10	1.0893e-10	2.8611e-10	0	0	1.1565e-10	1.0645e-11	6.6013e-11	0.035661	1.7561e-10	0	8.5947e-11	0.076335	1
2.142e-11	1	1	0.066845	0.51948	2.4034e-09	0.19077	0.073791	0	1	0.30331	0.20755	0.043253	0	0.060809	0	0	0.18038	1
1	1	1	0.20779	1	0.06076	0	1	0.34352	0	0	1.1429e-10	1	1	0.58271	1	2.8822e-10	0	1
4.9103e-06	5.2418e-11	9.5083e-10	0	1	1	0.14735	0	0	4.1703e-10	1.1711e-09	0.0031142	9.4792e-09	0	1	1.7821e-10	1	1	0
