0.94872	0	0.95238
1	1	0.77049
0.58209	0.29412	0.63559
0.46512	0.10127	0.7459
0.69444	0.39726	0.65746
0.50794	0.23288	0.64706
0.48837	0.16867	0.71429
0.23077	0.095238	0.70787
0.375	0	0.67742
0.67742	0.21739	0.72222
0.54054	0.24074	0.67033
0.23611	0.11966	0.63492
0.62667	0.21429	0.71069
0.21875	0.068493	0.59854
0.70175	0.37931	0.67442
1	1	0.68862
1	1	0.63636
0.62791	0.23301	0.7037
0.86486	0.25	0.83673
