0.013644	0.57186	0.4334	0.033426	0.43152	0.23179	0.022089	0.093143	0.38065	0.30057	0.26369	0.23483	0.23519	0.40169	0.45503	0.63802	0.57959	0.21794	0.36705
0.013629	0.57186	0.43352	0.01467	0.45357	0.21651	0.13046	0.074875	0.38078	0.30062	0.26404	0.23656	0.20464	0.39611	0.44408	0.64948	0.57408	0.25676	0.36714
0.013699	0.57184	0.43337	0.033506	0.39451	0.24849	5.8901e-11	0.093043	0.38075	0.30056	0.26376	0.21903	0.2359	0.39409	0.44733	0.64629	0.56645	0.19685	0.36708
0.013645	0.57178	0.44762	0.033536	0.43738	0.23197	2.8948e-11	0.092975	0.37646	0.30058	0.27371	0.23687	0.21979	0.40157	0.45705	0.63803	0.57854	0.20826	0.36713
0.013655	0.58152	0.43341	0.035203	0.45315	0.21511	0.021065	0.143	0.38074	0.3006	0.24992	0.20542	0.23549	0.43384	0.45498	0.64187	0.56954	0.28609	0.36712
0.013669	0.57186	0.43339	0.023599	0.45063	0.23183	0.0020496	0.16427	0.38069	0.30062	0.29778	0.22259	0.27502	0.40139	0.4549	0.63806	0.57753	0.22153	0.35424
0.013668	0.57603	0.43952	0.042796	0.43857	0.25034	0.013394	0.093053	0.38057	0.30061	0.26356	0.26229	0.23551	0.40247	0.45492	0.63492	0.58137	0.22604	0.367
0.013707	0.57795	0.43948	0.055829	0.43471	0.24247	6.3945e-11	0.1731	0.38066	0.29082	0.24897	0.22002	0.19699	0.39582	0.45702	0.64199	0.56593	0.21748	0.34164
0.013709	0.57316	0.40856	0.01224	0.45399	0.23392	0.025866	0.09307	0.38066	0.29408	0.26358	0.21851	0.21929	0.39601	0.45485	0.63669	0.57984	0.25671	0.36699
0.013639	0.56475	0.43352	0.033507	0.42602	0.20695	0.0026222	0.093095	0.39904	0.30052	0.2625	0.23464	0.23521	0.37758	0.45504	0.63805	0.56908	0.19571	0.36711
0.013716	0.57186	0.43666	0.06265	0.43153	0.23192	0.0020908	0.092859	0.3808	0.30062	0.26395	0.29348	0.23582	0.40696	0.44645	0.6429	0.56516	0.23805	0.37568
0.01366	0.56364	0.42068	0.015088	0.43711	0.19138	0.02107	0.093282	0.38071	0.28715	0.25944	0.24792	0.19501	0.42467	0.45693	0.6435	0.59505	0.19144	0.3671
0.013701	0.57186	0.43334	0.033259	0.43132	0.23187	0.021899	0.093221	0.38065	0.30053	0.26356	0.23533	0.23533	0.40149	0.455	0.63805	0.57971	0.21755	0.36701
0.013625	0.57335	0.43355	0.013245	0.41872	0.24941	3.1727e-10	0.073446	0.38087	0.28568	0.26406	0.24051	0.2027	0.40159	0.45495	0.62652	0.58754	0.21091	0.36716
0.013669	0.57186	0.43492	0.09113	0.43271	0.2202	0.003683	0.072459	0.3808	0.30063	0.28757	0.2495	0.24307	0.4174	0.46106	0.63952	0.57746	0.22796	0.37624
0.013682	0.57186	0.42927	5.9357e-11	0.42545	0.23192	0.025371	0.077822	0.38073	0.28667	0.26374	0.2491	0.22013	0.45404	0.45501	0.64579	0.59094	0.17328	0.36708
0.013646	0.57474	0.42642	0.03344	0.42461	0.23186	0.025391	0.09326	0.38072	0.30054	0.2786	0.28833	0.20993	0.40693	0.45498	0.64552	0.57963	0.21009	0.36709
0.032373	0.58495	0.42005	0.0044183	0.43463	0.27734	0.022107	0.093276	0.38062	0.28704	0.26374	0.23524	0.27335	0.40161	0.45499	0.63808	0.58672	0.18804	0.36705
0.013739	0.57182	0.39423	5.9131e-11	0.41853	0.23169	0.003875	0.092944	0.36676	0.30062	0.2422	0.24565	0.25192	0.38745	0.43078	0.64229	0.58743	0.21233	0.35278
0.013703	0.57177	0.42188	0.013413	0.44547	0.21618	0.041812	0.074578	0.3991	0.32866	0.26352	0.24841	0.20415	0.389	0.47386	0.61516	0.58571	0.26057	0.36701
0.013637	0.57566	0.43345	0.033632	0.44503	0.29063	0.003263	0.093014	0.38073	0.30055	0.26385	0.18942	0.27347	0.39018	0.45497	0.63511	0.54113	0.23997	0.36708
0.01365	0.57187	0.43342	0.033722	0.43738	0.20725	0.022302	0.0933	0.38072	0.30471	0.2494	0.26019	0.25098	0.41687	0.44423	0.63901	0.57954	0.25087	0.3671
0.013654	0.57186	0.43341	0.033701	0.43162	0.23174	0.022284	0.093276	0.38072	0.30053	0.26392	0.23489	0.23539	0.40173	0.45498	0.63809	0.57956	0.21831	0.3671
0.013696	0.56792	0.43327	0.14323	0.46701	0.25237	0.022104	0.10634	0.38069	0.30481	0.26374	0.26443	0.24603	0.40156	0.46234	0.6381	0.57969	0.21773	0.37101
0.013645	0.56567	0.4367	5.0766e-11	0.40869	0.2318	6.4595e-11	0.09339	0.38768	0.30049	0.23433	0.23468	0.21319	0.4018	0.45501	0.64578	0.58125	0.24756	0.36707
0.013689	0.57187	0.43334	0.013706	0.41473	0.23179	6.1867e-11	0.074881	0.38063	0.32847	0.26362	0.24426	0.23539	0.40141	0.45497	0.63806	0.59958	0.2176	0.36699
0.035714	0.57178	0.43346	0.010819	0.46053	0.28062	0.022847	0.092989	0.36657	0.29845	0.24561	0.23486	0.20009	0.4072	0.45499	0.64231	0.60271	0.13795	0.36701
5.5901e-12	0.57181	0.42983	2.4274e-10	0.44027	0.27105	9.4205e-11	0.093132	0.38071	0.3005	0.24913	0.21999	0.2051	0.37318	0.45498	0.63475	0.59046	0.26074	0.3863
4.5968e-12	0.57348	0.44376	0.033574	0.44501	0.23168	0.0010247	0.073771	0.38061	0.30062	0.26391	0.21816	0.21368	0.40742	0.44324	0.6464	0.58584	0.20894	0.36703
0.013662	0.56511	0.43344	0.0416	0.38636	0.23191	0.044005	0.11776	0.39914	0.30067	0.2737	0.20382	0.23971	0.41699	0.45493	0.637	0.594	0.20154	0.36714
0.013701	0.57189	0.42243	0.10552	0.44041	0.20209	0.022362	0.039776	0.38075	0.32742	0.26392	0.23527	0.19454	0.40159	0.45697	0.62406	0.58527	0.25927	0.36996
0.013726	0.57188	0.46965	0.071648	0.43322	0.2226	0.022489	0.074813	0.38075	0.30065	0.26378	0.25305	0.23568	0.41753	0.44912	0.63698	0.57751	0.25855	0.36709
0.013721	0.57189	0.43322	0.033518	0.42637	0.21582	0.0034468	0.092977	0.38071	0.30444	0.29589	0.23387	0.22075	0.38988	0.45498	0.64189	0.58255	0.20264	0.3762
0.013649	0.57183	0.42251	3.0019e-10	0.43374	0.2231	0.0033647	0.061056	0.38076	0.32764	0.28442	0.24577	0.2356	0.40182	0.44692	0.64003	0.56282	0.2181	0.37118
0.013685	0.57408	0.44845	0.033438	0.40502	0.26251	0.17547	0.092871	0.38079	0.31396	0.26385	0.23819	0.29158	0.4344	0.46743	0.63895	0.59278	0.24811	0.36711
0.013659	0.57187	0.43349	0.015196	0.40931	0.23185	0.022526	0.03915	0.38077	0.30064	0.23516	0.21997	0.23564	0.40177	0.44438	0.63808	0.57141	0.21811	0.36715
0.013764	0.57171	0.44855	1.3138e-10	0.39988	0.18836	0.13403	0.099888	0.38853	0.30058	0.26348	0.22385	0.18294	0.38256	0.45501	0.62058	0.58176	0.17046	0.36702
0.013705	0.57192	0.43325	0.037503	0.43151	0.21986	0.022337	0.092853	0.38074	0.30461	0.27269	0.27088	0.23557	0.40538	0.44421	0.63811	0.57748	0.25596	0.37121
0.01365	0.57752	0.44136	0.1426	0.44753	0.23762	1.6057e-10	0.15209	0.38074	0.30482	0.27689	0.26077	0.2354	0.40176	0.46168	0.63999	0.57956	0.21572	0.37105
0.013653	0.5754	0.45277	0.033914	0.43162	0.26417	0.0035121	0.075495	0.39844	0.28706	0.26402	0.20491	0.23553	0.40695	0.46676	0.63287	0.59206	0.28892	0.36715
0.013695	0.56279	0.43327	1.7315e-10	0.4194	0.21563	0.0018547	0.062234	0.39342	0.3005	0.24816	0.24181	0.22979	0.38864	0.45154	0.6322	0.57746	0.25398	0.36701
0.013729	0.55902	0.45669	0.039259	0.39037	0.21871	0.021076	0.093236	0.38068	0.30057	0.22793	0.17862	0.25248	0.3796	0.45924	0.60791	0.57722	0.15949	0.367
0.013719	0.57711	0.44543	0.05142	0.42022	0.21203	0.049441	0.093114	0.3807	0.31423	0.24907	0.23484	0.23551	0.41764	0.46027	0.63797	0.56923	0.18635	0.36707
0.013701	0.57175	0.44726	0.020275	0.43128	0.23176	0.0041973	0.093162	0.38067	0.30052	0.26349	0.20339	0.26286	0.40663	0.46729	0.62872	0.58282	0.18516	0.36704
0.0137	0.56325	0.39837	0.013979	0.41611	0.22503	0.0025248	0.074811	0.38068	0.28651	0.24885	0.26241	0.2315	0.38925	0.45498	0.63067	0.58483	0.15272	0.35432
0.013701	0.57581	0.41172	0.01475	0.45159	0.23179	0.02238	0.1325	0.38073	0.28668	0.25934	0.23532	0.17728	0.39593	0.47036	0.65113	0.59046	0.22606	0.36708
0.013699	0.57184	0.43679	0.013048	0.45079	0.21593	0.016653	0.097932	0.38075	0.27064	0.24818	0.25588	0.26543	0.42495	0.44333	0.64629	0.57683	0.21219	0.36708
