1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
0.48327	1
1	1
1	1
1	1
1	1
1	1
0.48148	0
1	1
1	1
1	1
1	1
1	1
1	1
0.48327	0
0.48148	1
7.2137e-12	0
0.57192	1
1	1
0.67829	1
0.81509	1
0.95995	1
0.86912	1
0.56511	0
0.68455	1
1	1
0.6644	1
0.57316	1
0.55902	0
1	1
0.78976	1
0.89072	1
1	1
0.82304	1
0.78553	0
1	1
1	1
0.85237	1
0.73486	1
0.85102	1
0.67826	1
1	1
1	1
0.79618	1
0.58495	1
0.88787	0
0.58302	1
0.66756	1
0.82104	1
0.85534	1
0.57412	0
0.55902	0
0.8861	0
1	1
0.55618	0
0.5713	0
0.91808	1
0.68151	1
0.58152	1
0.79463	1
0.55902	0
0.55618	0
0.81749	1
0.6578	0
0.68771	1
0.73351	1
0.57335	1
0.67531	0
0.68112	1
0.67293	0
1	1
0.58495	1
1	1
1	1
0.85288	1
0.58429	1
0.8525	1
0.58495	1
0.61767	0
0.44376	1
0.44845	1
0.62652	1
0.61291	1
0.39423	0
0.42602	0
0.61392	1
0.43672	0
0.42251	1
0.8846	1
0.41308	0
0.61358	1
0.86759	1
0.43492	1
0.42068	0
0.6211	1
0.60376	0
0.43355	1
0.92363	1
0.39837	0
0.92057	1
0.44845	1
0.59807	0
0.42602	0
0.41079	0
0.44762	1
0.61044	0
0.88348	1
0.42602	0
0.61392	1
0.85799	0
0.59964	0
0.85799	1
0.61184	0
0.67567	1
0.43948	0
0.42188	0
0.44772	1
0.61453	1
0.86053	1
1	1
0.43531	1
0.45336	1
0.42243	0
0.45277	1
0.41079	0
0.6128	1
0.8777	1
0.41308	0
0.43355	1
0.41831	0
0.44025	1
0.42251	1
0.6129	1
0.45544	1
0.87952	1
0.44136	1
0.43666	1
0.45669	1
0.61346	1
0.42223	0
0.5896	0
0.62199	1
0.41443	0
0.59992	0
0.44376	1
0.61358	1
0.59591	0
0.42005	0
0.44025	1
0.43327	1
0.43666	0
0.61497	0
0.45544	1
0.44543	1
0.44772	1
0.39423	0
0.60544	1
0.41083	0
0.41831	0
0.41172	0
0.42642	0
0.8846	1
0.6678	0
0.61707	0
0.62938	1
0.62235	1
0.58895	0
0.42927	0
0.40856	0
1	1
0.42251	0
0.42196	0
0.88108	0
0.43679	1
0.43679	0
0.61453	1
0.44376	0
1	1
0.41172	0
0.62199	1
0.48755	0
0.41083	0
0.50648	1
0.86435	1
0.42642	0
0.68568	1
0.43098	1
0.45336	1
0.86352	1
0.39423	0
0.61295	1
0.42068	0
0.88448	1
0.43679	1
0.61285	1
0.86031	1
0.17734	1
4.9532e-11	0
0.068386	0
0.01474	0
0.015196	0
0.38366	1
3.0019e-10	0
0.14519	0
5.9131e-11	0
0.3793	0
0.48819	1
0.48644	0
0.27581	0
0.27581	0
0.46422	1
0.21622	0
5.755e-11	0
0.23963	1
0.42287	0
0.73429	0
0.047992	0
0.023599	1
0.01224	0
0.0030533	0
0.29316	0
0.71563	1
0.73472	1
