1	28	1	1	1	0
6	5	1	1	3	1
11	18	1	1	3	0
16	20	1	1	4	0
16	72	1	-1	1	3
21	22	1	1	4	0
21	15	1	1	3	1
21	50	1	1	1	3
26	72	1	1	2	3
31	7	1	1	2	0
31	12	1	1	2	0
36	34	1	1	5	0
36	28	1	-1	1	4
41	24	1	1	5	1
46	35	1	1	4	1
51	51	1	1	7	0
56	45	1	1	1	2
61	31	1	1	4	2
61	8	1	1	2	4
66	79	1	1	2	1
71	35	1	1	3	1
76	72	1	1	1	2
81	17	1	1	3	3
86	79	1	1	2	0
91	38	1	1	4	0
96	55	1	1	2	0
101	18	1	1	1	0
101	49	1	1	4	0
106	29	1	-1	2	2
106	27	1	1	2	1
106	54	1	1	3	1
111	50	1	1	2	0
115	17	1	1	3	0
120	5	1	1	2	1
125	62	1	1	4	1
130	50	1	1	5	1
135	20	1	1	4	0
140	35	1	1	6	0
145	64	1	1	6	0
150	46	1	1	2	1
155	27	1	1	4	1
160	46	1	1	3	1
165	10	1	1	4	0
170	32	1	1	5	0
195	73	1	1	2	0
204	24	1	1	1	0
209	44	1	1	2	0
214	27	1	1	0	0
219	6	1	1	1	0
224	14	1	1	1	1
229	60	1	1	0	0
233	46	1	1	1	0
258	3	1	1	0	0
263	21	1	1	1	0
268	64	1	1	0	0
273	74	1	1	1	1
1	68	2	1	0	0
6	5	2	1	1	1
6	36	2	1	3	1
11	18	2	1	4	0
18	40	2	1	2	0
21	79	2	1	0	0
28	9	2	1	0	1
28	7	2	1	1	0
38	61	2	1	1	1
38	10	2	-1	1	1
41	9	2	1	4	0
41	24	2	-1	5	0
48	71	2	1	2	0
48	18	2	1	1	1
51	51	2	1	5	0
51	12	2	-1	3	2
51	25	2	1	2	2
60	27	2	1	1	0
61	71	2	1	3	2
61	72	2	-1	3	3
70	49	2	1	1	0
70	78	2	1	0	1
71	42	2	1	2	2
80	5	2	1	0	0
80	18	2	1	0	0
81	29	2	1	2	3
81	17	2	1	2	3
90	46	2	1	1	0
91	57	2	1	1	3
91	21	2	1	2	2
98	73	2	1	0	2
98	35	2	1	1	1
98	42	2	-1	1	1
101	49	2	1	0	0
101	18	2	1	0	0
117	39	2	1	1	0
117	45	2	-1	0	0
117	57	2	1	0	0
117	62	2	-1	0	0
120	30	2	-1	0	1
120	43	2	1	2	1
120	5	2	1	3	1
128	51	2	1	0	0
130	66	2	1	0	0
130	50	2	1	4	1
138	5	2	1	0	0
138	14	2	1	0	0
138	33	2	-1	0	0
140	35	2	1	4	0
148	49	2	1	1	0
150	30	2	-1	2	1
150	46	2	1	3	1
157	30	2	1	0	0
157	32	2	1	1	0
162	21	2	1	1	0
162	7	2	1	1	0
162	78	2	-1	0	1
162	51	2	1	1	0
165	40	2	1	2	1
165	10	2	1	3	0
165	7	2	1	1	2
174	22	2	1	0	0
177	27	2	1	1	0
177	43	2	1	1	0
180	42	2	-1	0	4
180	7	2	1	4	0
189	39	2	1	0	0
192	5	2	1	2	0
195	18	2	1	0	1
195	73	2	1	0	0
202	25	2	1	3	0
202	48	2	1	3	0
211	8	2	1	1	0
211	60	2	1	1	0
214	27	2	1	1	0
214	39	2	1	0	0
221	10	2	1	1	0
221	51	2	-1	2	0
224	14	2	1	3	1
224	69	2	1	1	2
231	53	2	1	0	0
233	78	2	-1	0	2
233	46	2	1	3	0
240	42	2	-1	0	2
240	18	2	1	2	0
243	39	2	1	3	0
250	69	2	1	0	0
260	18	2	1	1	1
260	45	2	-1	1	1
260	14	2	1	0	2
264	60	2	1	2	0
264	25	2	-1	1	1
264	41	2	-1	1	1
264	61	2	1	2	0
268	64	2	1	3	0
274	18	2	1	0	1
274	65	2	-1	2	0
274	42	2	1	0	0
274	74	2	1	0	0
5	15	3	1	1	0
8	48	3	1	2	0
13	4	3	1	1	0
17	57	3	-1	1	0
17	20	3	1	0	0
17	40	3	1	1	0
28	44	3	1	0	0
28	22	3	1	0	0
28	9	3	-1	0	0
36	42	3	1	0	0
36	69	3	1	0	0
36	19	3	-1	0	0
36	28	3	-1	0	0
36	34	3	1	0	0
43	30	3	1	0	0
43	42	3	1	0	0
43	44	3	1	0	0
47	47	3	-1	0	0
47	20	3	-1	0	1
47	49	3	1	1	0
51	51	3	1	1	0
51	12	3	1	1	0
57	32	3	1	1	0
57	50	3	1	1	1
63	48	3	1	0	0
67	78	3	1	1	1
67	49	3	1	1	1
67	17	3	1	2	0
71	35	3	1	0	1
71	42	3	1	0	1
71	8	3	-1	1	0
71	70	3	1	0	1
77	35	3	1	2	0
77	32	3	1	2	0
83	79	3	1	0	0
83	49	3	1	0	0
87	51	3	1	1	0
87	16	3	1	1	0
93	47	3	1	0	1
93	51	3	1	1	0
93	36	3	1	1	0
93	7	3	-1	1	0
93	19	3	-1	0	1
93	9	3	-1	1	0
96	43	3	1	0	1
96	64	3	1	1	0
96	55	3	1	1	0
96	31	3	-1	0	1
96	70	3	1	0	1
96	15	3	1	1	0
102	57	3	-1	0	0
102	43	3	1	0	0
102	76	3	-1	0	0
102	33	3	-1	0	0
102	40	3	1	1	0
102	11	3	1	0	0
108	42	3	1	0	0
108	11	3	1	0	0
108	16	3	-1	0	0
108	51	3	1	0	0
108	45	3	-1	0	0
108	24	3	-1	0	0
111	32	3	1	0	0
111	56	3	1	0	0
111	73	3	-1	0	0
111	2	3	1	0	0
111	50	3	1	0	0
111	69	3	1	0	0
116	73	3	-1	1	0
116	54	3	1	1	0
116	67	3	-1	0	1
116	48	3	1	0	0
116	28	3	-1	0	1
116	60	3	-1	0	1
122	15	3	1	0	0
122	45	3	1	0	0
122	71	3	1	0	0
122	24	3	1	0	0
122	67	3	-1	0	0
122	8	3	-1	0	0
125	62	3	-1	1	0
125	16	3	-1	0	1
125	7	3	-1	0	0
125	74	3	-1	0	0
125	28	3	-1	0	1
125	39	3	1	1	0
134	38	3	-1	0	0
134	24	3	-1	0	0
134	52	3	-1	0	0
134	5	3	-1	0	0
134	28	3	-1	0	0
134	55	3	1	0	0
136	14	3	1	0	1
136	61	3	1	1	0
136	71	3	-1	1	0
136	8	3	-1	0	1
136	54	3	1	0	2
136	59	3	-1	1	1
140	35	3	1	2	0
140	11	3	-1	1	1
140	2	3	1	2	0
140	25	3	-1	1	1
140	57	3	1	1	1
140	14	3	-1	0	2
149	32	3	1	1	0
151	51	3	1	1	0
151	39	3	1	1	0
151	42	3	1	1	0
151	78	3	-1	1	0
151	76	3	-1	0	1
155	21	3	1	0	0
155	4	3	1	0	1
155	59	3	-1	0	0
155	73	3	-1	1	0
155	27	3	1	1	1
155	39	3	1	2	0
161	42	3	1	1	0
161	17	3	-1	0	1
161	69	3	1	0	1
161	10	3	1	0	1
161	29	3	1	0	1
161	79	3	1	0	1
165	11	3	1	0	1
165	37	3	1	0	1
165	29	3	1	0	1
165	40	3	1	0	1
165	7	3	-1	1	0
165	10	3	1	1	0
171	30	3	1	1	0
171	69	3	1	0	1
171	65	3	1	1	0
171	18	3	-1	0	1
171	45	3	-1	0	1
171	15	3	1	1	0
175	41	3	1	1	0
175	76	3	-1	0	1
175	45	3	-1	1	0
175	46	3	-1	1	0
175	51	3	1	1	0
175	18	3	-1	1	0
181	65	3	1	0	0
181	34	3	1	0	0
181	73	3	-1	0	0
181	20	3	1	0	0
181	35	3	1	0	0
181	67	3	-1	0	0
