0	1	1	0.6697	4.4898e-10	0.71512	1	0	0	0	0	0.29978	1	0.66667	8.1653e-11	1	0.14341	0.33333	1
1	0	0	0.42637	3.1505e-11	0.12788	0.19817	0.12471	0	1	0.34387	0	0.66667	1	4.5991e-10	0	0.66087	0.43462	0.4907
1	0.34083	0	0.18278	0.19083	4.2622e-11	0.33369	0.36708	0	0.47384	9.2689e-12	0.019385	0.42955	0.44847	0.61797	1.624e-10	2.424e-10	0.26232	1
1	0.33333	0.090242	0	0.57261	0.19435	0.69696	0.40105	0	1	3.0568e-11	0.14469	0.59428	2.0269e-11	0.11806	0.55208	0.0020012	0.13549	1
0.33867	0.61237	0	0.0019616	0	0.12589	2.2328e-11	0.27502	0	0.41756	0	0.30927	0.072781	0	0.40668	0.33029	0.21586	0.24869	0.46447
1	5.7044e-10	0	0	0.15439	0	0.66667	0	0	0.66667	0	0	7.1825e-11	0.66667	0.20807	0	0.32863	2.1802e-09	0
0.33333	1	0	0.67937	0.24313	0.10385	0	1.3072e-11	0.66667	0.069858	0.35695	0.24345	0.53417	2.0421e-10	0.66667	0.33333	2.1226e-11	0.19581	1
1	0.13225	0.25193	0.72958	0.35464	0.63687	0.49455	0	1	1.0424e-11	0.38766	1.5849e-11	0.15115	0.12459	0.33333	2.1931e-10	5.9291e-11	0.29673	1
1	1	0.39543	0.20028	0.34513	0.19719	0.53148	0.10464	0	0.20817	0.21285	0.34871	0.55534	0.059273	0.74868	4.5337e-11	0.44255	0.48339	0.73589
1	3.8641e-11	0.25764	0	0	0.13575	0.19981	0.42354	0.152	0	0.28298	0.13851	0.30378	0.18755	0.83356	7.5099e-11	0.26707	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0.16588	0.47913	0	1	0	0
1	0.61826	0	0.2762	0	0.20255	0.64071	0	0	0.48405	0.21018	0	0.041331	0.49122	1	0.57514	0.13636	0.22738	0.45636
1	0.38948	3.12e-11	0.37252	0.64846	0.095778	0.63842	0.17947	0	0.32166	0.42686	0.36753	0	9.9623e-12	0.011014	0.39011	3.913e-11	0.63353	0.33333
1	0.17087	0.68454	0.46004	0.4364	0.70713	0.10752	0.33333	0	0.66667	0	0.098029	0.074698	0	0	0.0841	4.0895e-09	0.19287	0.66667
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.084593	0.75522	0.10506	0.18521	0.29711	8.4232e-12	0.13158	0	0	5.3686e-12	1.1821e-11	5.7467e-10	0.11111	1.9068e-11	0	0.013687	0.33042	1
0.33333	1	0.66667	0.22658	0.65463	0.18183	0.2883	0.42219	0	1	0.097295	0.34249	0.045824	0	0.16917	5.2555e-11	0	0.24522	1
1	1	0.66667	0.21122	0.66667	9.6751e-11	0	1	0.024747	0	0	0.27126	1	0.66667	0.61675	0.66667	1.8108e-10	0	1
0.33867	0.049392	2.7692e-10	8.7288e-12	0.61393	1	0.31622	0	0	0.36963	0.16412	0.6514	0.37998	0	1	0.40441	1	0.40233	0
