1	1
1	1
0.44013	1
1	1
1	1
1	1
1	1
1	1
1	1
0.62675	0
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
0.44013	0
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
1	1
0.4471	1
1	1
1	1
0.57294	0
0.82435	1
0.82614	1
0.7211	1
0.55257	1
1	1
0.55567	1
0.82208	0
1	1
0.6108	1
0.56926	1
0.9015	1
0.53202	0
1	1
0.85578	1
1	1
0.81534	1
0.72323	1
0.69887	1
0.72169	1
0.62233	1
0.53202	1
0.83664	0
0.8998	0
0.82559	1
1	1
1	1
0.82338	1
0.55411	1
0.56853	1
0.54963	1
0.66899	0
0.55709	0
0.83038	1
0.70979	0
0.72981	1
0.58221	0
0.61145	1
0.61443	1
0.55567	1
0.82414	1
0.51853	0
0.96067	1
0.53993	0
1	1
0.759	1
1	1
0.719	0
1	1
0.62223	1
0.82562	1
0.70241	1
1	1
1	1
0.69661	1
0.84252	1
0.72167	1
0.86083	1
0.74471	1
0.82047	1
0.51853	0
0.45415	1
0.45331	1
0.66011	1
0.43459	0
0.64607	0
0.58745	1
0.45944	1
0.4442	1
0.4225	0
0.45415	1
0.42361	0
0.41167	0
0.5823	1
0.66365	1
0.66606	1
0.87336	1
0.42361	0
0.81698	1
0.4378	1
0.89638	1
0.86293	1
0.45331	1
0.42442	0
0.82068	0
0.86737	1
0.81863	1
0.40947	0
0.49029	1
0.66243	1
0.4421	1
0.65166	0
0.40698	0
0.56557	0
0.6516	0
0.41984	0
0.57764	0
0.43411	0
0.86778	1
0.82386	1
0.82548	1
0.40947	0
0.66243	1
0.57681	1
0.44849	1
0.44541	1
0.4148	0
0.83071	1
0.66646	1
0.66118	0
0.42204	1
0.60162	1
0.66365	1
0.44163	1
0.66243	1
0.44677	1
0.47636	0
0.42442	0
0.4101	0
0.86333	1
0.44764	1
0.4413	1
0.45944	1
0.43448	0
0.45816	1
0.42383	0
0.42347	1
0.65791	0
0.65567	0
0.4378	1
0.81473	1
0.58408	1
0.43429	1
0.58703	1
0.43411	0
0.44541	0
0.4005	0
0.65786	1
0.57525	0
0.57199	0
0.42508	0
0.66243	1
0.43448	1
0.4378	0
0.40947	0
0.59467	1
0.4421	1
0.46336	1
0.44164	1
0.43425	1
0.56872	0
0.82162	0
0.85888	1
0.66147	1
0.42383	0
0.41458	0
0.86286	1
0.66624	1
0.42881	0
0.40698	0
0.85989	1
0.42372	0
0.42204	0
0.40698	0
0.57681	1
0.4413	0
0.43046	0
0.62	0
0.43408	1
0.4005	0
0.86397	1
0.41984	0
0.4309	0
0.5689	0
0.43799	0
0.82305	1
0.82068	1
0.58745	1
0.59856	1
0.45863	0
0.32168	1
0.44118	0
0.57476	1
0.7988	1
0.014467	0
0.066247	0
0.13427	0
0.6275	1
0.46409	1
0.22427	1
0.037397	0
0.69897	1
0.79526	1
0.19155	0
0.062953	0
0.54205	1
0.028304	0
0.25052	1
0.67893	0
0.036667	0
0.44811	0
0.066247	0
0.20805	0
0.18414	0
0.0345	1
0.37258	0
0.018288	0
