1	58	18	-1
1	28	19	1
1	68	2	1
1	44	18	1
1	11	18	-1
1	70	18	-1
2	33	8	-1
2	50	14	-1
2	76	14	-1
2	37	14	-1
2	68	8	-1
2	20	14	-1
3	6	7	-1
3	15	7	-1
3	38	7	-1
3	18	7	1
3	68	7	-1
3	24	7	1
4	73	5	-1
4	29	5	1
4	34	5	-1
4	69	5	1
4	68	5	1
4	25	5	-1
5	15	9	1
5	74	9	-1
5	10	9	-1
5	17	9	1
5	16	9	-1
5	47	9	-1
6	5	4	1
6	67	14	1
6	63	4	1
6	62	4	-1
6	36	4	-1
6	71	4	-1
7	33	8	-1
7	62	8	-1
7	17	8	-1
7	9	8	-1
7	44	8	1
7	70	8	-1
8	72	10	-1
8	62	18	-1
8	16	10	-1
8	69	10	1
8	41	10	1
8	48	9	1
9	29	19	1
9	10	5	-1
9	62	5	-1
9	2	5	1
9	34	5	1
9	35	5	-1
9	11	5	1
10	30	7	-1
10	31	7	-1
10	69	17	-1
10	14	17	1
10	43	7	1
10	20	17	1
11	12	4	1
11	8	4	1
11	18	4	1
11	57	4	-1
11	37	4	-1
11	52	4	-1
12	5	9	1
12	30	9	1
12	67	9	1
12	17	9	1
12	28	9	1
12	52	9	1
13	6	12	-1
13	5	12	-1
13	29	12	1
13	68	12	1
13	24	12	-1
13	4	12	-1
14	64	14	1
14	31	14	1
14	29	14	-1
14	17	14	1
14	44	14	-1
14	43	14	-1
15	79	18	-1
15	32	18	1
15	19	18	1
15	55	18	1
15	61	18	-1
15	48	18	1
16	67	7	-1
16	72	7	-1
16	25	7	-1
16	14	7	-1
16	20	7	1
16	4	7	-1
17	73	4	-1
17	40	4	1
17	57	14	1
17	16	4	1
17	59	4	1
17	20	14	-1
18	50	8	1
18	40	8	1
18	32	8	1
18	39	8	-1
18	35	8	1
18	56	8	1
19	32	10	1
19	76	12	-1
19	29	12	-1
19	9	10	1
19	59	12	1
19	71	10	1
20	6	13	1
20	33	13	-1
20	31	13	1
20	63	13	-1
20	27	13	-1
20	55	13	-1
21	79	2	1
21	73	18	-1
21	50	18	-1
21	12	18	-1
21	15	18	1
21	22	18	1
22	64	4	-1
22	15	4	1
22	5	4	1
22	18	4	-1
22	58	4	-1
22	26	4	-1
23	64	9	1
23	21	9	1
23	14	9	-1
23	55	9	1
23	48	9	1
23	54	9	1
24	38	10	1
24	18	10	-1
24	17	19	1
24	55	10	1
25	6	15	1
25	39	7	1
25	68	15	-1
25	41	7	-1
25	70	15	-1
26	21	4	1
26	5	4	1
26	51	4	-1
26	72	4	-1
26	27	4	-1
26	34	4	1
27	40	9	-1
27	8	9	-1
27	74	9	-1
27	72	9	-1
27	9	9	1
27	11	9	-1
28	6	16	1
28	33	16	1
28	7	16	1
28	9	3	-1
28	22	3	1
28	44	3	1
29	6	19	-1
29	38	19	1
29	74	12	-1
29	47	12	1
29	59	12	1
29	22	19	1
29	55	19	-1
29	3	19	-1
30	32	18	-1
30	39	18	-1
30	19	18	-1
30	56	18	-1
30	61	18	-1
30	54	18	1
31	12	9	1
31	40	9	-1
31	7	9	1
31	10	9	-1
31	2	9	-1
31	41	9	1
32	64	4	1
32	12	4	1
32	65	4	1
32	78	4	1
32	46	4	-1
32	37	4	-1
33	51	17	-1
33	39	17	1
33	28	17	1
33	37	17	1
33	71	17	-1
33	70	17	-1
34	30	10	1
34	78	12	-1
34	18	12	-1
34	43	10	1
35	31	13	1
35	63	13	-1
35	44	13	1
35	55	13	-1
35	48	13	1
35	54	13	-1
36	64	14	1
36	19	3	-1
36	42	3	1
36	28	3	-1
36	34	3	1
36	69	3	1
37	67	4	-1
37	45	4	1
37	9	4	-1
37	47	4	-1
37	34	4	1
37	36	4	-1
38	10	9	-1
38	57	9	-1
38	17	9	-1
38	47	9	-1
38	61	9	-1
38	54	9	-1
39	39	10	1
39	54	10	1
40	6	7	-1
40	33	7	1
40	29	11	-1
40	68	7	-1
40	44	7	-1
40	71	7	1
41	31	4	-1
41	57	4	-1
41	9	4	1
41	2	4	-1
41	24	4	1
41	60	4	1
42	73	9	1
42	30	9	1
42	62	9	-1
42	37	9	-1
42	2	9	1
42	52	9	1
43	30	3	1
43	63	17	1
43	42	3	1
43	58	17	-1
43	59	17	1
43	44	3	1
44	38	19	1
44	78	12	1
44	52	19	1
44	44	12	-1
44	54	12	-1
44	26	12	-1
45	32	18	-1
45	39	18	-1
45	17	18	-1
45	56	18	-1
45	71	18	1
45	70	18	-1
46	29	9	-1
46	58	9	-1
46	37	9	-1
46	69	9	-1
46	35	9	1
46	4	9	-1
47	5	16	1
47	16	16	1
47	47	3	-1
47	49	16	1
47	69	16	1
47	20	16	-1
48	8	8	-1
48	18	8	1
48	16	8	-1
48	68	8	-1
48	71	8	1
48	60	8	-1
49	45	12	-1
49	44	12	-1
49	3	12	1
49	71	12	-1
49	11	10	1
49	20	12	1
50	17	13	-1
50	59	13	1
50	55	13	-1
50	61	13	1
50	48	13	-1
50	54	13	1
51	73	14	-1
51	12	14	1
51	51	14	1
51	25	14	1
51	71	14	-1
51	70	14	1
52	40	7	-1
52	72	7	-1
52	69	7	-1
52	22	7	-1
52	61	7	1
52	20	7	-1
53	79	5	1
53	17	5	-1
53	46	5	-1
53	49	5	-1
53	56	5	1
53	11	5	1
54	33	9	1
54	73	9	1
54	5	9	1
54	38	9	-1
54	61	9	-1
54	4	9	-1
55	29	10	-1
55	16	10	-1
55	41	10	1
55	20	10	1
56	79	9	1
56	33	9	1
56	15	9	-1
56	74	9	-1
56	45	9	1
56	35	9	-1
57	50	16	1
57	12	16	1
57	32	16	1
57	19	16	1
57	42	16	1
57	16	16	1
58	6	4	-1
58	40	4	1
58	8	4	-1
58	62	4	-1
58	11	4	-1
58	4	4	1
59	33	13	-1
59	31	13	1
59	39	13	1
59	16	13	-1
59	59	13	1
59	48	13	-1
60	27	19	1
61	73	7	-1
61	8	7	-1
61	31	7	1
61	72	7	-1
61	14	7	-1
61	71	7	-1
62	21	8	1
62	7	8	-1
62	10	8	-1
62	35	8	1
62	52	8	-1
62	61	8	-1
63	32	12	1
63	28	12	-1
63	25	12	-1
63	48	3	1
64	31	9	-1
64	41	9	1
64	61	9	-1
64	20	9	-1
64	24	9	1
64	54	9	-1
65	21	18	1
65	46	18	-1
65	16	18	-1
65	22	18	1
65	52	18	-1
65	3	18	-1
66	79	9	1
66	33	9	1
66	12	9	1
66	37	9	-1
66	69	9	-1
66	54	9	-1
67	78	16	1
67	72	16	1
67	17	16	1
67	16	16	1
67	34	16	1
67	49	16	1
68	45	4	-1
68	58	4	-1
68	52	4	-1
68	11	4	-1
68	20	4	1
68	70	4	-1
69	50	13	1
69	67	13	1
69	29	13	-1
69	57	13	-1
69	16	13	1
69	54	13	-1
70	64	10	1
70	78	10	-1
70	49	10	1
71	8	4	1
71	31	4	1
71	29	4	-1
71	42	4	-1
71	35	4	-1
71	70	4	-1
72	12	14	-1
72	40	14	1
72	76	14	-1
72	62	14	-1
72	2	14	-1
72	61	14	-1
73	73	16	-1
73	50	16	1
73	78	16	1
73	74	16	1
73	55	16	1
73	11	16	1
74	21	9	1
74	30	9	1
74	29	9	-1
74	46	9	1
74	27	9	-1
74	61	9	-1
75	7	15	1
75	62	19	-1
75	28	19	1
75	34	19	1
76	74	9	-1
76	72	9	-1
76	10	9	-1
76	37	9	1
76	27	9	-1
76	54	9	1
77	5	8	-1
77	32	8	1
77	16	8	-1
77	47	8	-1
77	35	8	1
77	25	8	-1
78	33	4	1
78	21	4	1
78	2	4	1
78	71	4	-1
78	11	4	-1
78	26	4	-1
79	6	13	1
79	65	13	1
79	27	13	-1
79	16	13	-1
79	49	13	1
79	22	13	-1
80	5	2	1
80	18	2	1
80	58	18	-1
80	34	18	1
80	25	18	1
80	61	18	-1
81	12	4	-1
81	29	4	-1
81	17	4	1
81	22	4	-1
81	71	4	1
81	70	4	-1
82	72	8	-1
82	45	8	1
82	59	8	-1
82	36	8	-1
82	52	8	1
82	61	8	-1
83	79	3	1
83	5	5	1
83	31	5	-1
83	63	5	1
83	49	3	1
83	11	5	1
84	19	9	1
84	62	9	-1
84	28	9	1
84	22	9	-1
84	56	9	1
84	61	9	-1
85	76	10	1
85	16	15	1
85	59	15	1
85	43	10	1
86	79	8	1
86	40	8	-1
86	74	8	-1
86	19	8	-1
86	27	8	-1
86	35	8	-1
87	73	14	-1
87	12	14	-1
87	78	14	-1
87	51	14	1
87	16	14	1
87	41	14	-1
88	65	13	1
88	74	13	1
88	63	13	-1
88	46	13	-1
88	49	13	1
88	22	13	-1
89	78	4	-1
89	34	4	1
89	35	4	1
89	25	4	1
89	54	4	-1
89	60	12	-1
90	38	19	1
90	46	19	1
91	21	4	1
91	38	4	1
91	8	4	-1
91	57	4	-1
91	28	4	1
91	35	4	-1
92	6	5	1
92	33	5	-1
92	67	5	1
92	45	5	-1
92	22	5	1
92	56	5	-1
93	51	9	1
93	7	9	1
93	19	9	-1
93	9	9	1
93	47	9	-1
93	36	9	1
94	15	8	1
94	45	8	-1
94	2	8	-1
94	69	8	-1
94	3	8	-1
94	20	8	1
95	38	16	-1
95	9	16	-1
95	47	16	1
95	56	16	-1
95	11	16	1
95	43	16	1
96	64	9	1
96	15	9	1
96	31	9	-1
96	55	9	1
96	43	9	-1
96	70	9	-1
97	38	7	1
97	39	7	-1
97	10	7	-1
97	16	7	-1
97	36	7	-1
97	52	7	1
98	73	14	-1
98	76	8	-1
98	67	14	1
98	42	8	1
98	46	8	-1
98	35	8	-1
99	63	13	-1
99	10	13	1
99	58	13	-1
99	61	13	-1
99	24	13	-1
99	26	13	1
100	73	4	-1
100	38	4	1
100	42	4	-1
100	49	4	1
100	14	4	-1
100	43	4	-1
101	18	2	1
101	49	2	1
101	44	4	-1
101	48	4	-1
101	71	4	-1
101	24	4	1
102	33	3	-1
102	40	14	1
102	76	3	-1
102	57	3	-1
102	11	3	1
102	43	3	1
103	6	9	1
103	15	9	1
103	65	9	-1
103	78	9	-1
103	39	9	1
103	9	9	1
104	79	8	-1
104	30	16	-1
104	57	16	1
104	19	8	1
104	27	8	1
104	59	8	-1
105	6	11	-1
105	78	11	-1
105	62	11	1
105	47	11	-1
105	49	11	-1
105	43	11	-1
106	12	9	1
106	29	9	-1
106	27	9	-1
106	47	9	-1
106	25	9	-1
106	54	9	1
107	65	5	1
107	28	5	1
107	49	5	1
107	52	5	-1
107	14	5	-1
107	70	5	1
108	51	3	1
108	45	3	-1
108	42	3	1
108	16	3	-1
108	11	3	1
108	24	3	-1
109	21	13	-1
109	50	13	1
109	34	13	1
109	35	13	1
109	41	13	-1
109	70	13	-1
110	73	4	-1
110	40	4	1
110	45	4	-1
110	16	4	-1
110	47	4	-1
110	49	4	1
110	60	4	-1
111	73	3	-1
111	50	3	1
111	32	3	1
111	2	3	1
111	69	3	1
111	56	3	1
112	64	8	1
112	40	8	1
112	51	8	-1
112	62	8	-1
112	47	8	-1
112	44	8	1
113	33	10	1
113	78	10	-1
113	67	9	-1
113	10	10	1
113	27	9	-1
113	14	9	1
114	15	16	1
114	17	16	1
114	22	16	1
114	44	16	-1
114	55	16	1
114	20	16	-1
115	6	9	1
115	38	9	-1
115	74	9	-1
115	17	9	1
115	58	9	-1
115	26	9	1
116	73	14	-1
