1	37	27	1	2012-09-04 05:38:26
1	49	2	1	2012-09-04 17:21:10
1	37	1	1	2012-09-04 17:22:48
1	67	26	-1	2012-09-04 17:22:50
1	36	26	-1	2012-09-04 17:23:34
1	37	26	1	2012-09-04 17:23:43
1	64	26	-1	2012-09-04 17:24:11
1	67	24	1	2012-09-04 17:24:37
1	55	26	1	2012-09-04 17:24:46
1	49	26	1	2012-09-04 17:24:57
1	49	24	-1	2012-09-04 17:25:18
1	36	24	1	2012-09-04 17:25:23
1	36	6	-1	2012-09-04 17:25:24
1	55	24	1	2012-09-04 17:25:30
1	49	6	1	2012-09-04 17:25:30
1	37	24	1	2012-09-04 17:25:31
1	64	24	-1	2012-09-04 17:25:37
1	67	6	1	2012-09-04 17:25:47
1	55	6	1	2012-09-04 17:25:52
1	37	6	-1	2012-09-04 17:25:54
1	64	6	-1	2012-09-04 17:25:55
1	49	27	1	2012-09-04 17:26:04
1	67	8	-1	2012-09-04 17:26:42
1	49	8	1	2012-09-04 17:26:44
1	36	8	1	2012-09-04 17:26:45
1	64	8	-1	2012-09-04 17:26:52
1	37	8	1	2012-09-04 17:26:56
1	55	8	1	2012-09-04 17:27:29
2	4	10	-1	2012-09-04 17:23:04
2	49	10	-1	2012-09-04 17:23:09
2	4	21	1	2012-09-04 17:23:18
2	7	21	-1	2012-09-04 17:23:24
2	66	21	-1	2012-09-04 17:23:49
2	49	21	1	2012-09-04 17:24:00
2	40	21	-1	2012-09-04 17:24:04
2	40	23	-1	2012-09-04 17:24:07
2	23	21	-1	2012-09-04 17:24:08
2	23	23	1	2012-09-04 17:24:12
2	4	23	1	2012-09-04 17:24:13
2	23	10	-1	2012-09-04 17:24:21
2	66	23	1	2012-09-04 17:24:22
2	7	23	1	2012-09-04 17:24:25
2	49	23	-1	2012-09-04 17:24:32
2	66	10	1	2012-09-04 17:24:47
2	40	10	1	2012-09-04 17:25:09
3	24	9	1	2012-09-04 17:23:11
3	68	9	1	2012-09-04 17:23:14
3	9	9	-1	2012-09-04 17:23:17
3	49	9	-1	2012-09-04 17:23:26
3	13	9	-1	2012-09-04 17:23:26
3	9	18	-1	2012-09-04 17:23:54
3	3	18	-1	2012-09-04 17:24:30
3	24	18	1	2012-09-04 17:24:36
3	3	9	-1	2012-09-04 17:24:44
3	24	14	-1	2012-09-04 17:25:10
3	68	14	1	2012-09-04 17:25:14
3	68	18	-1	2012-09-04 17:25:21
3	13	14	1	2012-09-04 17:25:37
3	49	18	1	2012-09-04 17:25:55
3	13	18	1	2012-09-04 17:26:12
4	48	7	1	2012-09-04 17:23:04
4	26	7	1	2012-09-04 17:23:05
4	5	7	-1	2012-09-04 17:23:13
4	54	7	-1	2012-09-04 17:23:14
4	45	7	-1	2012-09-04 17:23:15
4	5	19	1	2012-09-04 17:24:45
4	45	19	1	2012-09-04 17:24:49
4	49	19	1	2012-09-04 17:24:50
4	49	7	1	2012-09-04 17:25:49
4	54	19	-1	2012-09-04 17:26:12
4	48	19	-1	2012-09-04 17:26:22
4	26	19	-1	2012-09-04 17:26:25
5	43	13	-1	2012-09-04 17:22:47
5	42	13	-1	2012-09-04 17:24:25
5	30	13	-1	2012-09-04 17:24:33
5	21	13	-1	2012-09-04 17:24:34
5	34	13	1	2012-09-04 17:25:12
5	9	13	1	2012-09-04 17:25:14
5	9	5	1	2012-09-04 17:25:38
6	50	6	-1	2012-09-04 17:26:42
6	63	6	-1	2012-09-04 17:26:44
6	10	6	1	2012-09-04 17:26:53
6	33	6	-1	2012-09-04 17:27:05
6	28	6	1	2012-09-04 17:27:10
6	25	6	-1	2012-09-04 17:27:12
6	25	18	-1	2012-09-04 17:27:16
6	33	18	-1	2012-09-04 17:27:17
6	28	18	-1	2012-09-04 17:27:32
6	10	18	-1	2012-09-04 17:27:53
6	63	18	1	2012-09-04 17:28:05
6	50	18	1	2012-09-04 17:28:17
