1	36	6	-1	1346804724
1	36	8	1	1346804805
1	36	24	1	1346804723
1	36	26	-1	1346804614
1	37	1	1	1346804568
1	37	6	-1	1346804754
1	37	8	1	1346804816
1	37	24	1	1346804731
1	37	26	1	1346804623
1	37	27	1	1346762306
1	49	2	1	1346804470
1	49	6	1	1346804730
1	49	8	1	1346804804
1	49	24	-1	1346804718
1	49	26	1	1346804697
1	49	27	1	1346804764
1	55	6	1	1346804752
1	55	8	1	1346804849
1	55	24	1	1346804730
1	55	26	1	1346804686
1	64	6	-1	1346804755
1	64	8	-1	1346804812
1	64	24	-1	1346804737
1	64	26	-1	1346804651
1	67	6	1	1346804747
1	67	8	-1	1346804802
1	67	24	1	1346804677
1	67	26	-1	1346804570
2	4	10	-1	1346804584
2	4	21	1	1346804598
2	4	23	1	1346804653
2	7	21	-1	1346804604
2	7	23	1	1346804665
2	23	10	-1	1346804661
2	23	21	-1	1346804648
2	23	23	1	1346804652
2	40	10	1	1346804709
2	40	21	-1	1346804644
2	40	23	-1	1346804647
2	49	10	-1	1346804589
2	49	21	1	1346804640
2	49	23	-1	1346804672
2	66	10	1	1346804687
2	66	21	-1	1346804629
2	66	23	1	1346804662
3	3	9	-1	1346804684
3	3	18	-1	1346804670
3	9	9	-1	1346804597
3	9	18	-1	1346804634
3	13	9	-1	1346804606
3	13	14	1	1346804737
3	13	18	1	1346804772
3	24	9	1	1346804591
3	24	14	-1	1346804710
3	24	18	1	1346804676
3	49	9	-1	1346804606
3	49	18	1	1346804755
3	68	9	1	1346804594
3	68	14	1	1346804714
3	68	18	-1	1346804721
4	5	7	-1	1346804593
4	5	19	1	1346804685
4	26	7	1	1346804585
4	26	19	-1	1346804785
4	45	7	-1	1346804595
4	45	19	1	1346804689
4	48	7	1	1346804584
4	48	19	-1	1346804782
4	49	7	1	1346804749
4	49	19	1	1346804690
4	54	7	-1	1346804594
4	54	19	-1	1346804772
5	9	5	1	1346804738
5	9	13	1	1346804714
5	21	13	-1	1346804674
5	30	13	-1	1346804673
5	34	13	1	1346804712
5	42	13	-1	1346804665
5	43	13	-1	1346804567
6	10	1	1	1346805049
6	10	2	1	1346804926
6	10	6	1	1346804813
6	10	8	1	1346804948
6	10	18	-1	1346804873
6	10	21	1	1346805096
6	25	6	-1	1346804832
6	25	8	-1	1346804938
6	25	18	-1	1346804836
6	25	21	1	1346804984
6	28	6	1	1346804830
6	28	8	-1	1346804945
6	28	18	-1	1346804852
6	28	21	-1	1346805095
6	33	6	-1	1346804825
6	33	8	-1	1346804942
6	33	18	-1	1346804837
6	33	21	-1	1346804987
6	50	2	1	1346805118
6	50	6	-1	1346804802
6	50	8	1	1346804952
6	50	18	1	1346804897
6	50	21	1	1346805110
6	63	6	-1	1346804804
6	63	8	-1	1346804950
6	63	18	1	1346804885
6	63	21	-1	1346805097
7	4	10	-1	1346804736
7	4	19	-1	1346805100
7	33	10	-1	1346804740
7	33	19	-1	1346805103
7	34	10	-1	1346804780
7	34	19	-1	1346805098
7	39	10	-1	1346804752
7	39	19	1	1346805054
7	55	10	1	1346804773
7	55	19	1	1346805097
7	67	10	-1	1346804792
7	67	19	-1	1346805136
8	27	13	-1	1346804850
8	27	14	-1	1346804495
8	27	26	-1	1346804802
8	33	13	-1	1346804866
8	33	26	-1	1346804841
8	42	13	-1	1346804857
8	42	14	-1	1346804491
8	42	26	-1	1346804830
8	48	13	-1	1346804853
8	48	14	1	1346804468
8	48	26	1	1346804808
8	58	13	1	1346804869
8	58	14	1	1346804480
8	58	26	1	1346804867
8	62	5	1	1346804943
8	62	13	1	1346804758
8	62	26	1	1346804785
9	26	7	1	1346805161
9	26	27	1	1346804816
9	30	7	-1	1346806282
9	30	27	1	1346805186
9	33	7	-1	1346806289
9	44	7	1	1346804898
9	44	27	1	1346805219
9	45	7	1	1346804847
9	45	27	1	1346805182
9	52	7	-1	1346806285
9	52	27	-1	1346805189
9	64	7	1	1346804957
9	64	27	-1	1346805227
10	11	9	-1	1346804793
10	11	24	1	1346804797
10	15	9	-1	1346804794
10	15	24	1	1346804822
10	48	9	-1	1346804766
10	48	24	-1	1346804763
10	56	9	-1	1346804799
10	56	24	1	1346804774
10	65	9	1	1346804797
10	65	24	-1	1346804832
10	66	9	1	1346804801
10	66	24	1	1346804765
11	8	6	1	1346804873
