1	58	17	1	4	-1
1	58	18	-1	4	-1
1	58	4	-1	6	1
1	58	17	1	6	1
1	58	18	-1	6	1
1	58	18	-1	17	1
1	28	19	1	1	1
1	28	1	1	4	-1
1	28	17	1	4	-1
1	28	18	1	4	-1
1	28	19	1	4	-1
1	28	1	1	6	1
1	28	4	-1	6	1
1	28	17	1	6	1
1	28	18	1	6	1
1	28	19	1	6	1
1	28	1	1	17	1
1	28	18	1	17	1
1	28	19	1	17	1
1	28	1	1	18	1
1	28	19	1	18	1
1	68	2	1	4	1
1	68	17	-1	4	1
1	68	18	1	4	1
1	68	2	1	6	1
1	68	4	1	6	1
1	68	17	-1	6	1
1	68	18	1	6	1
1	68	19	1	6	1
1	68	2	1	17	-1
1	68	18	1	17	-1
1	68	2	1	18	1
1	68	2	1	19	1
1	68	4	1	19	1
1	68	17	-1	19	1
1	68	18	1	19	1
1	44	17	1	4	1
1	44	18	1	4	1
1	44	4	1	6	1
1	44	17	1	6	1
1	44	18	1	6	1
1	44	18	1	17	1
1	11	17	-1	4	-1
1	11	18	-1	4	-1
1	11	4	-1	6	-1
1	11	17	-1	6	-1
1	11	18	-1	6	-1
1	11	18	-1	17	-1
1	70	17	1	4	1
1	70	18	-1	4	1
1	70	4	1	6	-1
1	70	17	1	6	-1
1	70	18	-1	6	-1
1	70	18	-1	17	1
2	33	8	-1	14	1
2	33	8	-1	16	1
2	33	14	1	16	1
2	50	14	-1	16	1
2	76	14	-1	8	-1
2	76	16	1	8	-1
2	76	14	-1	16	1
2	37	14	-1	8	1
2	37	16	-1	8	1
2	37	14	-1	16	-1
2	68	8	-1	14	1
2	68	8	-1	16	-1
2	68	14	1	16	-1
2	20	14	-1	8	1
2	20	16	1	8	1
2	20	14	-1	16	1
3	6	12	-1	7	-1
3	15	7	-1	12	-1
3	38	7	-1	10	1
3	38	7	-1	12	1
3	38	10	1	12	1
3	18	7	1	10	-1
3	18	12	1	10	-1
3	18	7	1	12	1
3	68	7	-1	12	1
3	24	7	1	10	1
3	24	7	1	12	-1
3	24	10	1	12	-1
4	73	5	-1	13	1
4	29	5	1	13	-1
4	34	5	-1	13	1
4	69	5	1	13	-1
4	68	13	1	5	1
4	25	5	-1	13	-1
5	15	9	1	3	1
6	5	2	1	1	1
6	5	4	1	1	1
6	5	6	1	1	1
6	5	12	-1	1	1
6	5	4	1	2	1
6	5	12	-1	2	1
6	5	2	1	6	1
6	5	4	1	6	1
6	5	12	-1	6	1
6	5	4	1	12	-1
6	5	1	1	14	1
6	5	2	1	14	1
6	5	4	1	14	1
6	5	6	1	14	1
6	5	12	-1	14	1
6	67	4	-1	6	-1
6	67	12	-1	6	-1
6	67	4	-1	12	-1
6	67	4	-1	14	1
6	67	6	-1	14	1
6	67	12	-1	14	1
6	63	4	1	6	-1
6	63	12	-1	6	-1
6	63	4	1	12	-1
6	63	4	1	14	-1
6	63	6	-1	14	-1
6	63	12	-1	14	-1
6	62	4	-1	6	-1
6	62	12	-1	6	-1
6	62	4	-1	12	-1
6	62	4	-1	14	-1
6	62	6	-1	14	-1
6	62	12	-1	14	-1
6	36	4	-1	2	1
6	36	6	1	2	1
6	36	12	1	2	1
6	36	14	1	2	1
6	36	4	-1	6	1
6	36	12	1	6	1
6	36	4	-1	12	1
6	36	4	-1	14	1
6	36	6	1	14	1
6	36	12	1	14	1
6	71	4	-1	6	-1
6	71	12	1	6	-1
6	71	4	-1	12	1
6	71	4	-1	14	-1
6	71	6	-1	14	-1
6	71	12	1	14	-1
7	33	8	-1	13	-1
7	62	8	-1	13	-1
7	17	8	-1	13	-1
7	9	8	-1	13	1
7	44	8	1	13	1
7	70	8	-1	13	-1
8	72	10	-1	9	-1
8	72	18	-1	9	-1
8	72	10	-1	18	-1
8	62	18	-1	9	-1
8	16	10	-1	9	-1
8	16	18	-1	9	-1
8	16	10	-1	18	-1
8	69	10	1	9	-1
8	69	18	1	9	-1
8	69	10	1	18	1
8	41	10	1	9	1
8	41	18	1	9	1
8	41	10	1	18	1
8	48	9	1	3	1
8	48	18	1	3	1
8	48	9	1	18	1
9	29	19	1	5	1
9	10	19	1	5	-1
9	2	5	1	19	1
9	34	5	1	19	1
9	35	19	-1	5	-1
9	11	5	1	19	-1
10	30	7	-1	17	1
10	31	7	-1	17	1
10	69	17	-1	7	-1
10	14	17	1	7	-1
10	43	7	1	17	-1
10	20	17	1	7	1
11	12	4	1	6	1
11	12	8	-1	6	1
11	12	4	1	8	-1
11	12	4	1	13	-1
11	12	6	1	13	-1
11	12	8	-1	13	-1
11	8	4	1	6	1
11	8	8	-1	6	1
11	8	4	1	8	-1
11	8	4	1	13	1
11	8	6	1	13	1
11	8	8	-1	13	1
11	18	4	1	1	1
11	18	6	1	1	1
11	18	8	1	1	1
11	18	1	1	2	1
11	18	4	1	2	1
11	18	6	1	2	1
11	18	8	1	2	1
11	18	4	1	6	1
11	18	8	1	6	1
11	18	4	1	8	1
11	18	1	1	13	1
11	18	2	1	13	1
11	18	4	1	13	1
11	18	6	1	13	1
11	18	8	1	13	1
11	57	4	-1	6	-1
11	57	8	-1	6	-1
11	57	4	-1	8	-1
11	57	4	-1	13	-1
11	57	6	-1	13	-1
11	57	8	-1	13	-1
11	37	4	-1	6	-1
11	37	8	-1	6	-1
11	37	10	1	6	-1
11	37	4	-1	8	-1
11	37	4	-1	10	1
11	37	8	-1	10	1
11	37	4	-1	13	-1
11	37	6	-1	13	-1
11	37	8	-1	13	-1
11	37	10	1	13	-1
11	52	4	-1	6	-1
11	52	8	-1	6	-1
11	52	10	1	6	-1
11	52	4	-1	8	-1
