2.6391,-4.8158,-10.19,-0.67051,-7.4398,-0.37648,-4.3,1.2939,-0.44455,-10.86,2.2736,-1.3559,-2.5763,1.204,-0.098966,-6.5951,-4.7959,-3.6366,-1.6912
0,0,0.19941,1.3226,0,0,0,0,0,1.3828,0,0,-0.2956,0,0,0,-0.49534,0,0
0,0,0,-0.36968,0,0,0,0,-0.3945,0,0,0,0,0,0,0,1.0064,0,0
0,0,0.4469,1.1547,0,0,0,0,0,0,0,0.972,1.3295,0,0,0.10492,-0.10799,0,0
0,0,0,0,0,0,0.068687,0,0.10665,0,0,-0.25809,0.026858,0,0.56177,0.26071,0,0,0
0,0,0,0.20818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.14915,0,0,0,-1.0792,0,-0.89641,0,0,0,0,0,0,0,0
0,0,-0.092416,0,0,0,0,0,-0.007409,-0.38652,0,0.17266,0,0,0,0,1.2021,0,0
0,0,0.010373,0.38724,0,0,0,0,0.26796,0.33416,0,0,0,0,0,0,0,0,0
0,0,0,0,0.11934,0,0,0,0,0,0,0.52209,0,0,-0.33045,-0.27585,0,0,0
0,0.74412,0,0,0,0,0,0,0,-1.1695,0,-1.3456,0,0,1.1824,0,-1.3168,0,0
0,0,0,0,0,0,0,0,2.2356,0,0.70695,0.70492,-0.72964,0,0.39578,0,2.4036,0.89549,1.3735
0,-0.31121,0.33423,0,0.53128,0,0.21995,0,0,0.71031,-0.071957,-0.060635,0,0,0,0,0.31913,0,0.15964
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-0.081779,1.2984,0,0,-0.0092274,0,0,0,-0.092748,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.39171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075036,0,0.30313,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.073445,-0.92423,0,0,0,0,0,-2.9103,0.22942,0,0,0,0,-0.31956,0,-0.16302,0
0,0,0,0.79978,0,0,0,0,0,-3.5363,0,-0.49284,0,0,0.33771,0,-0.69369,0,1.2011
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-0.15263,0,0,0,0,0,0,0,0.24485,0,0
0,0,-0.36924,-1.1661,0,0,0,0,0,0,-0.56532,-0.81248,-0.032609,0,0.25981,0,0,0,0
0,0,-0.50082,-0.28887,0,0,-0.23527,0,0,0.39875,0,0,-0.58535,0,0,0,0,0,0
0,0.022475,0.89557,1.161,0,0,0.67362,0,-0.055512,0.76485,-0.34291,-0.50031,0.58315,0,0.80053,0,0.43773,0,0.10537
0,0.21774,0,0.2506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.57895,0,-0.1986,0,0,0,-1.1437,-5.0923,0,0,0,0,0,0,0.1136,0,-0.096713
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.037256,0,0,0,0,0,0,0,0,0,-0.093771,0,0,0,0,0.16706,0,0
0,0,-0.92372,-1.6803,0,0,-1.2982,0,-0.72942,0,0.99562,0,-0.048815,0,0,0,-1.4589,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.11968,0,0,0.083232,0,-0.046508,0,0
0,0,-0.11316,0,-0.40355,0,-0.43371,0,-0.59204,0,0,0,0,0,0,-0.5004,0,0,0
0,0,-0.86577,-1.9866,-0.12437,0,0,0,0,-1.0414,0,0.42762,-1.1096,0,0,0,0,0,0
0,0,0,0,0.3201,0,-0.39652,0,0,0.82979,0,0,0,0,-0.51026,0,0,0,0
0,0,0,0.37728,0,0,0,0,-0.35712,0,-0.21054,0,0,0,0,0,0,0,0.19452
0,0,0,-0.62947,0,0,0.35727,0,0,0.98356,0,0,-0.10992,0,0,0,0,0,0
0,0,-0.038322,0,0,0,0,0,0.67418,0,0.35419,0,0.616,0,0,0,0,0,0
0,0,0,1.0768,0,0,-0.63394,0,0,0,-0.46537,0,0,0,0,0,-0.75179,-0.037808,0
0,0,0.40733,0,0,0,0,0,0,0,-2.3712,0,0,0,-0.82798,-1.1206,0,0,0
0,1.1902,2.6466,0,1.8197,0,1.1406,0,0,2.6089,-0.28218,0.52818,0.18509,0,0,1.7183,1.1852,0.99567,0.2484
0,0,0,0,0,0,0,0,-0.32652,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.089773,0.034053,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.028802,0,0,0,0,0,0,0,0
