1,1,0.93333
0,0,0.73507
0.84559,0.14179,0.85185
1,1,0.65
0.35897,0.04,0.75439
0,0,0.61628
0.68293,0.25532,0.71591
1,1,0.82278
0.70513,0.35577,0.67033
0.91071,0.47727,0.74
1,0.90909,0.73913
0.98817,0.85227,0.70039
0.66337,0.24812,0.71368
1,1,0.85897
0.86555,0.45783,0.73267
0.52632,0.10563,0.74684
0.92208,0.24,0.85827
0.40323,0.17284,0.64336
0,0,0.67222
