1,1,0.93182
1,1,0.80519
0.80392,0.31111,0.75
0.46429,0.076923,0.7533
0.8806,0.41304,0.76106
0.62712,0.21333,0.71642
0,0,0.61176
0,0,0.74
0.81452,0.23077,0.79253
1,1,0.59649
0.23529,0.014706,0.73529
0,0,0.62249
0.79032,0.23846,0.77559
0.54286,0.23864,0.66456
0.96154,0.3125,0.85714
1,1,0.69767
1,1,0.64286
0.36559,0.083969,0.6875
1,1,0.78788
