1	58	4	-1	1346804724
1	58	6	1	1346804805
1	58	17	1	1346804723
1	58	18	-1	1346804614
1	28	1	1	1346804568
1	28	4	-1	1346804754
1	28	6	1	1346804816
1	28	17	1	1346804731
1	28	18	1	1346804623
1	28	19	1	1346762306
1	68	2	1	1346804470
1	68	4	1	1346804730
1	68	6	1	1346804804
1	68	17	-1	1346804718
1	68	18	1	1346804697
1	68	19	1	1346804764
1	44	4	1	1346804752
1	44	6	1	1346804849
1	44	17	1	1346804730
1	44	18	1	1346804686
1	11	4	-1	1346804755
1	11	6	-1	1346804812
1	11	17	-1	1346804737
1	11	18	-1	1346804651
1	70	4	1	1346804747
1	70	6	-1	1346804802
1	70	17	1	1346804677
1	70	18	-1	1346804570
2	33	8	-1	1346804584
2	33	14	1	1346804598
2	33	16	1	1346804653
2	50	14	-1	1346804604
2	50	16	1	1346804665
2	76	8	-1	1346804661
2	76	14	-1	1346804648
2	76	16	1	1346804652
2	37	8	1	1346804709
2	37	14	-1	1346804644
2	37	16	-1	1346804647
2	68	8	-1	1346804589
2	68	14	1	1346804640
2	68	16	-1	1346804672
2	20	8	1	1346804687
2	20	14	-1	1346804629
2	20	16	1	1346804662
3	6	7	-1	1346804684
3	6	12	-1	1346804670
3	15	7	-1	1346804597
3	15	12	-1	1346804634
3	38	7	-1	1346804606
3	38	10	1	1346804737
3	38	12	1	1346804772
3	18	7	1	1346804591
3	18	10	-1	1346804710
3	18	12	1	1346804676
3	68	7	-1	1346804606
3	68	12	1	1346804755
3	24	7	1	1346804594
3	24	10	1	1346804714
3	24	12	-1	1346804721
4	73	5	-1	1346804593
4	73	13	1	1346804685
4	29	5	1	1346804585
4	29	13	-1	1346804785
4	34	5	-1	1346804595
4	34	13	1	1346804689
4	69	5	1	1346804584
4	69	13	-1	1346804782
4	68	5	1	1346804749
4	68	13	1	1346804690
4	25	5	-1	1346804594
4	25	13	-1	1346804772
5	15	3	1	1346804738
5	15	9	1	1346804714
5	74	9	-1	1346804674
5	10	9	-1	1346804673
5	17	9	1	1346804712
5	16	9	-1	1346804665
5	47	9	-1	1346804567
6	5	1	1	1346805049
6	5	2	1	1346804926
6	5	4	1	1346804813
6	5	6	1	1346804948
6	5	12	-1	1346804873
6	5	14	1	1346805096
6	67	4	-1	1346804832
6	67	6	-1	1346804938
6	67	12	-1	1346804836
6	67	14	1	1346804984
6	63	4	1	1346804830
6	63	6	-1	1346804945
6	63	12	-1	1346804852
6	63	14	-1	1346805095
6	62	4	-1	1346804825
6	62	6	-1	1346804942
6	62	12	-1	1346804837
6	62	14	-1	1346804987
6	36	2	1	1346805118
6	36	4	-1	1346804802
6	36	6	1	1346804952
6	36	12	1	1346804897
6	36	14	1	1346805110
6	71	4	-1	1346804804
6	71	6	-1	1346804950
6	71	12	1	1346804885
6	71	14	-1	1346805097
7	33	8	-1	1346804736
7	33	13	-1	1346805100
7	62	8	-1	1346804740
7	62	13	-1	1346805103
7	17	8	-1	1346804780
7	17	13	-1	1346805098
7	9	8	-1	1346804752
7	9	13	1	1346805054
