1	37
2	4
3	24
4	49
5	9
6	10
7	55
8	62
9	26
10	66
11	24
13	68
14	2
15	62
16	66
17	12
18	12
19	63
20	15
21	51
22	24
23	57
24	13
25	20
26	6
28	22
29	51
30	20
31	22
32	16
33	37
34	65
35	62
36	45
38	61
39	20
40	3
41	68
43	46
44	17
45	63
46	52
47	47
48	63
49	55
50	46
51	18
52	12
53	1
54	4
55	66
56	4
57	19
58	12
59	15
60	41
61	15
62	6
63	62
64	68
65	51
66	1
67	34
68	66
69	42
70	47
71	52
72	12
73	64
74	6
75	37
76	27
77	19
78	44
79	16
80	10
81	34
82	53
83	1
84	37
85	65
86	1
87	42
88	47
89	54
90	38
91	13
92	25
93	18
94	66
95	65
96	57
97	13
98	52
99	70
100	13
101	47
102	12
103	20
104	32
106	69
107	47
108	64
109	7
110	12
111	7
112	12
113	4
114	9
115	34
116	69
117	7
118	69
119	3
120	10
121	20
122	9
123	16
124	5
125	33
126	11
127	58
128	18
129	20
130	7
131	6
132	45
133	122
134	68
135	66
136	61
137	15
138	56
139	1
140	52
141	41
142	66
143	62
144	3
145	2
146	16
147	39
148	47
149	19
150	38
151	18
152	68
153	44
155	20
156	8
157	11
159	56
160	15
162	6
163	19
164	15
165	30
166	66
167	19
168	11
169	12
170	19
171	11
173	54
174	51
175	58
176	3
177	15
178	1
179	47
180	22
181	16
182	2
183	51
184	4
185	19
186	9
187	42
188	9
189	20
190	68
191	7
192	10
193	35
194	65
195	5
196	6
197	46
198	38
199	3
200	10
201	12
202	62
203	16
204	68
205	45
206	9
208	10
209	55
210	16
211	71
212	8
214	41
215	49
216	69
217	20
218	70
219	3
220	14
222	3
224	56
226	16
227	71
228	2
229	71
230	10
231	123
232	65
233	38
234	18
235	2
236	12
238	41
240	24
241	16
242	27
243	20
245	41
246	61
247	50
248	64
249	16
251	2
252	19
253	58
254	51
255	12
256	59
258	22
259	60
260	24
261	69
263	2
264	61
267	5
268	2
269	61
270	41
271	30
272	39
273	9
274	24
275	15
276	55
