4	68	13	1	5	1
9	29	19	1	5	1
9	10	19	1	5	-1
9	35	19	-1	5	-1
12	5	9	1	5	1
12	30	9	1	5	-1
12	67	9	1	5	1
12	17	9	1	5	-1
12	28	9	1	5	1
12	52	9	1	5	1
16	67	7	-1	5	1
16	67	9	1	5	1
16	67	17	1	5	1
16	72	7	-1	5	1
16	72	9	-1	5	1
16	72	17	-1	5	1
16	25	7	-1	5	-1
16	25	9	-1	5	-1
16	25	17	1	5	-1
16	14	7	-1	5	-1
16	14	9	1	5	-1
16	14	17	-1	5	-1
16	20	7	1	5	1
16	20	9	1	5	1
16	20	17	1	5	1
16	4	7	-1	5	1
16	4	9	-1	5	1
16	4	17	1	5	1
22	64	4	-1	5	-1
22	64	6	1	5	-1
22	64	8	-1	5	-1
22	15	4	1	5	1
22	15	8	-1	5	1
22	5	4	1	5	1
22	5	8	-1	5	1
22	18	4	-1	5	-1
22	18	6	1	5	-1
22	18	8	1	5	-1
22	58	4	-1	5	-1
22	58	6	-1	5	-1
22	58	8	-1	5	-1
22	26	4	-1	5	-1
22	26	8	-1	5	-1
31	12	9	1	5	1
31	40	9	-1	5	1
31	7	9	1	5	1
31	10	9	-1	5	-1
31	2	7	1	5	1
31	2	9	-1	5	1
31	41	9	1	5	-1
37	67	4	-1	5	1
37	67	8	-1	5	1
37	45	4	1	5	-1
37	45	8	1	5	-1
37	9	4	-1	5	1
37	9	8	1	5	1
37	47	4	-1	5	-1
37	47	8	-1	5	-1
37	34	4	1	5	1
37	34	8	-1	5	1
37	36	4	-1	5	-1
37	36	8	-1	5	-1
42	73	9	1	5	1
42	30	9	1	5	-1
42	62	9	-1	5	-1
42	37	9	-1	5	-1
42	2	9	1	5	1
42	52	9	1	5	-1
46	29	9	-1	5	1
46	58	9	-1	5	-1
46	37	9	-1	5	-1
46	69	9	-1	5	1
46	35	9	1	5	-1
46	4	9	-1	5	1
58	6	4	-1	5	1
58	40	4	1	5	1
58	8	4	-1	5	1
58	62	4	-1	5	-1
58	11	4	-1	5	1
58	4	4	1	5	1
61	8	7	-1	5	-1
61	8	13	-1	5	-1
61	8	16	1	5	-1
61	8	19	-1	5	-1
61	31	7	1	5	1
61	31	13	-1	5	1
61	31	16	-1	5	1
61	31	19	1	5	1
61	72	7	-1	5	1
61	72	13	1	5	1
61	72	16	1	5	1
61	72	19	-1	5	1
61	14	7	-1	5	-1
61	14	13	-1	5	-1
61	14	16	1	5	-1
61	71	7	-1	5	1
61	71	13	1	5	1
61	71	16	1	5	1
68	45	4	-1	5	-1
68	45	6	-1	5	-1
68	58	4	-1	5	-1
68	52	4	-1	5	-1
68	11	4	-1	5	1
68	20	4	1	5	1
68	70	4	-1	5	1
68	70	6	1	5	1
73	73	16	-1	5	-1
73	50	16	1	5	1
73	78	16	1	5	1
73	74	16	1	5	-1
73	55	16	1	5	1
73	11	16	1	5	1
76	74	9	-1	5	-1
76	72	9	-1	5	1
76	10	7	-1	5	-1
76	10	9	-1	5	-1
76	37	7	1	5	-1
76	37	9	1	5	-1
76	27	7	1	5	1
76	27	9	-1	5	1
76	54	7	-1	5	-1
76	54	9	1	5	-1
83	79	3	1	5	1
83	49	3	1	5	-1
88	65	6	-1	5	1
88	65	13	1	5	1
88	65	18	1	5	1
88	74	6	-1	5	1
88	74	13	1	5	1
88	74	18	-1	5	1
88	63	6	1	5	1
88	63	13	-1	5	1
88	63	18	-1	5	1
88	46	6	1	5	-1
88	46	13	-1	5	-1
88	46	18	-1	5	-1
88	49	6	1	5	1
88	49	13	1	5	1
88	49	18	-1	5	1
88	22	6	-1	5	1
88	22	13	-1	5	1
88	22	18	1	5	1
96	64	3	1	5	1
96	64	9	1	5	1
96	15	3	1	5	1
