61	7	0
61	9	0
61	19	0
61	2	0
61	6	0
62	8	1
62	21	0
62	24	0
62	10	0
63	5	1
63	17	0
63	18	0
64	14	1
64	13	0
65	22	1
65	26	0
66	1	1
66	24	0
66	26	0
66	18	0
66	21	0
66	13	0
66	22	0
67	23	1
67	10	0
67	5	0
67	9	0
68	8	1
68	6	0
68	7	0
68	17	0
69	27	1
69	19	0
70	2	1
70	14	0
71	1	1
71	5	0
71	14	0
71	17	0
71	10	0
71	19	0
71	2	0
71	6	0
72	24	1
72	9	0
72	8	0
72	21	0
73	23	1
73	18	0
73	7	0
74	26	1
74	13	0
75	22	1
75	27	0
76	1	1
76	8	0
76	27	0
76	7	0
76	9	0
76	13	0
76	22	0
77	5	1
77	21	0
77	23	0
77	10	0
78	24	1
78	6	0
78	17	0
78	18	0
79	14	1
79	19	0
80	2	1
80	26	0
81	1	1
81	23	0
81	26	0
81	18	0
81	21	0
81	19	0
81	2	0
81	6	0
82	8	1
82	10	0
82	24	0
82	9	0
83	5	1
83	7	0
83	17	0
84	27	1
84	13	0
85	22	1
85	14	0
86	1	1
86	24	0
86	14	0
86	17	0
86	10	0
86	13	0
86	22	0
87	23	1
87	9	0
87	5	0
87	21	0
88	8	1
88	26	0
88	7	0
88	19	0
89	6	1
89	18	0
90	27	1
90	2	0
91	1	1
91	21	0
91	9	0
91	6	0
91	19	0
91	2	0
91	22	0
92	8	1
92	14	0
92	27	0
92	7	0
93	5	1
93	18	0
93	24	0
93	13	0
94	10	1
94	26	0
95	23	1
95	17	0
96	1	1
96	7	0
96	5	0
96	17	0
96	23	0
96	13	0
96	22	0
97	27	1
97	9	0
97	26	0
97	24	0
98	14	1
98	10	0
98	21	0
98	2	0
99	19	1
99	18	0
100	8	1
100	6	0
101	1	1
101	24	0
101	14	0
101	6	0
101	8	0
101	2	0
101	22	0
102	26	1
102	5	0
102	18	0
102	21	0
103	9	1
103	19	0
103	7	0
103	13	0
104	23	1
104	10	0
105	27	1
105	17	0
106	1	1
106	21	0
106	9	0
106	17	0
106	27	0
106	13	0
106	22	0
107	18	1
107	14	0
107	10	0
107	7	0
108	5	1
108	23	0
108	24	0
108	2	0
109	8	1
109	19	0
110	26	1
110	6	0
111	1	1
111	7	0
111	5	0
111	6	0
111	26	0
111	2	0
111	22	0
112	10	1
112	9	0
112	19	0
112	24	0
113	14	1
113	8	0
113	21	0
113	13	0
114	27	1
114	23	0
115	18	1
115	17	0
116	1	1
116	24	0
116	14	0
116	17	0
116	18	0
116	13	0
116	22	0
117	19	1
117	5	0
117	23	0
117	21	0
118	9	1
118	27	0
118	7	0
118	2	0
119	26	1
119	8	0
120	10	1
120	6	0
121	1	1
121	21	0
121	9	0
121	6	0
121	10	0
121	2	0
121	22	0
122	23	1
122	14	0
122	8	0
122	7	0
123	5	1
123	26	0
123	19	0
123	27	0
124	24	1
124	17	0
125	18	1
125	13	0
126	1	1
126	27	0
126	9	0
126	17	0
126	23	0
126	18	0
126	5	0
126	14	0
127	7	1
127	24	0
127	13	0
127	8	0
128	10	1
128	26	0
128	21	0
128	19	0
129	2	1
130	6	1
130	22	0
131	1	1
131	21	0
131	9	0
131	6	0
131	7	0
131	2	0
131	24	0
131	8	0
132	10	1
132	22	0
132	19	0
132	13	0
133	23	1
133	27	0
133	26	0
134	18	1
134	14	0
135	17	1
135	5	0
136	1	1
136	27	0
136	9	0
136	17	0
136	10	0
136	18	0
136	22	0
136	13	0
137	23	1
137	5	0
137	26	0
137	19	0
138	7	1
138	14	0
138	21	0
139	2	1
139	8	0
140	6	1
140	24	0
141	1	1
141	21	0
141	9	0
141	6	0
141	23	0
141	2	0
141	5	0
141	19	0
142	7	1
142	24	0
142	26	0
143	10	1
143	8	0
143	27	0
143	14	0
144	18	1
144	13	0
145	17	1
145	22	0
146	1	1
146	27	0
146	9	0
146	17	0
146	7	0
146	18	0
146	24	0
146	26	0
147	10	1
147	22	0
147	14	0
148	23	1
148	13	0
148	21	0
148	8	0
149	2	1
149	19	0
150	6	1
150	5	0
151	1	1
151	21	0
151	9	0
151	6	0
151	10	0
151	2	0
151	22	0
152	23	1
152	5	0
152	8	0
152	14	0
153	7	1
153	19	0
153	27	0
153	13	0
154	18	1
154	26	0
155	17	1
155	24	0
156	1	1
156	27	0
156	9	0
156	17	0
156	23	0
156	18	0
156	5	0
156	14	0
157	7	1
157	24	0
157	13	0
157	8	0
158	10	1
158	19	0
158	2	0
158	6	0
159	26	1
160	21	1
160	22	0
161	1	1
161	24	0
161	8	0
161	21	0
161	23	0
161	13	0
161	6	0
161	19	0
162	22	1
162	5	0
162	10	0
163	2	1
163	27	0
163	26	0
163	7	0
164	14	1
164	17	0
165	9	1
165	18	0
166	1	1
166	10	0
166	2	0
166	26	0
166	23	0
166	5	0
166	14	0
167	27	1
167	6	0
167	7	0
167	18	0
168	9	1
168	24	0
168	17	0
168	22	0
169	19	1
169	21	0
170	8	1
170	13	0
171	1	1
171	7	0
171	9	0
171	17	0
171	23	0
171	18	0
171	6	0
171	19	0
172	24	1
172	5	0
172	22	0
172	13	0
173	8	1
173	10	0
173	21	0
173	27	0
174	14	1
174	26	0
175	2	1
176	1	1
176	22	0
176	8	0
176	21	0
176	23	0
176	13	0
176	5	0
176	14	0
177	10	1
177	6	0
177	27	0
178	2	1
178	7	0
178	26	0
178	24	0
179	19	1
179	17	0
180	9	1
180	18	0
181	1	1
181	27	0
181	2	0
181	26	0
181	23	0
181	6	0
181	19	0
182	7	1
182	5	0
182	24	0
182	18	0
183	9	1
183	22	0
183	17	0
183	10	0
184	14	1
184	21	0
185	8	1
185	13	0
186	1	1
186	24	0
186	9	0
186	17	0
186	23	0
186	18	0
186	5	0
186	14	0
187	22	1
187	6	0
187	10	0
187	13	0
188	8	1
188	27	0
188	21	0
188	7	0
189	19	1
189	26	0
190	2	1
191	1	1
191	10	0
191	8	0
191	21	0
191	23	0
191	13	0
191	6	0
191	19	0
192	27	1
192	5	0
192	7	0
193	2	1
193	24	0
193	26	0
193	22	0
194	14	1
194	18	0
195	17	1
195	9	0
196	1	1
196	27	0
196	8	0
196	5	0
196	14	0
196	9	0
196	2	0
197	7	1
197	13	0
197	21	0
197	26	0
198	22	1
198	17	0
198	19	0
198	24	0
199	18	1
199	23	0
200	6	1
200	10	0
201	1	1
201	7	0
201	8	0
201	21	0
201	17	0
201	13	0
201	6	0
201	19	0
202	22	1
202	14	0
202	24	0
203	26	1
203	23	0
203	2	0
203	18	0
204	10	1
204	5	0
205	9	1
205	27	0
206	1	1
206	22	0
206	8	0
206	23	0
206	14	0
206	9	0
206	2	0
207	26	1
207	13	0
207	21	0
207	18	0
208	24	1
208	5	0
208	19	0
208	10	0
209	27	1
209	17	0
210	6	1
210	7	0
211	1	1
211	26	0
211	8	0
211	21	0
211	5	0
211	13	0
211	6	0
211	19	0
212	24	1
212	14	0
212	10	0
213	18	1
213	17	0
213	2	0
213	27	0
214	7	1
214	23	0
215	9	1
215	22	0
216	1	1
216	24	0
216	8	0
216	17	0
216	14	0
216	9	0
216	2	0
217	18	1
217	13	0
217	21	0
217	27	0
218	10	1
218	23	0
218	19	0
218	7	0
219	22	1
219	5	0
220	6	1
220	26	0
221	1	1
221	18	0
221	8	0
221	21	0
221	23	0
221	13	0
221	6	0
221	19	0
222	10	1
222	14	0
222	7	0
223	27	1
223	5	0
223	2	0
223	22	0
224	26	1
224	17	0
225	9	1
225	24	0
226	1	1
226	10	0
226	8	0
226	5	0
226	14	0
226	9	0
226	2	0
227	27	1
227	13	0
227	21	0
227	22	0
228	7	1
228	17	0
228	19	0
228	26	0
229	24	1
229	23	0
230	6	1
230	18	0
231	1	1
231	22	0
231	27	0
231	19	0
231	6	0
231	24	0
231	7	0
232	21	1
232	13	0
232	17	0
232	23	0
233	2	1
233	10	0
233	26	0
233	18	0
234	5	1
234	14	0
235	8	1
235	9	0
236	1	1
236	13	0
236	21	0
236	23	0
236	14	0
236	18	0
236	2	0
237	26	1
237	10	0
237	8	0
237	5	0
238	7	1
238	22	0
238	17	0
238	9	0
239	19	1
239	6	0
240	27	1
240	24	0
241	1	1
241	10	0
241	26	0
241	5	0
241	6	0
241	9	0
241	7	0
242	17	1
242	22	0
242	27	0
242	19	0
243	2	1
243	13	0
243	8	0
243	24	0
244	23	1
244	14	0
245	21	1
245	18	0
246	1	1
246	22	0
246	17	0
246	19	0
246	14	0
246	24	0
246	2	0
247	8	1
247	13	0
247	21	0
247	23	0
248	7	1
248	10	0
248	27	0
248	18	0
249	5	1
249	6	0
250	26	1
250	9	0
251	1	1
251	13	0
251	8	0
251	23	0
251	6	0
251	18	0
251	7	0
252	27	1
252	10	0
252	26	0
252	5	0
253	2	1
253	22	0
253	21	0
253	9	0
254	19	1
254	14	0
255	17	1
255	24	0
256	1	1
256	10	0
256	27	0
256	5	0
256	14	0
256	9	0
256	2	0
257	21	1
257	22	0
257	17	0
257	19	0
258	7	1
258	13	0
258	26	0
258	24	0
259	23	1
259	6	0
260	8	1
260	18	0
261	1	1
261	22	0
261	21	0
261	19	0
261	6	0
261	24	0
261	7	0
262	26	1
262	13	0
262	8	0
262	23	0
263	2	1
263	10	0
263	17	0
263	18	0
264	5	1
264	14	0
265	27	1
265	9	0
266	1	1
266	22	0
266	21	0
266	18	0
266	26	0
266	6	0
266	13	0
266	5	0
267	2	1
267	19	0
267	17	0
267	23	0
268	27	1
268	9	0
268	14	0
269	8	1
269	7	0
270	10	1
270	24	0
271	1	1
271	22	0
271	21	0
271	9	0
271	2	0
271	6	0
271	8	0
271	7	0
272	23	1
272	26	0
272	27	0
272	17	0
273	14	1
273	18	0
273	19	0
274	10	1
274	5	0
275	24	1
275	13	0
276	1	1
276	22	0
276	21	0
276	23	0
276	6	0
276	10	0
276	5	0
277	17	1
277	2	0
277	14	0
277	27	0
278	19	1
278	9	0
278	18	0
278	26	0
279	24	1
279	7	0
280	13	1
280	8	0
281	27	1
